Koefisien,Metode,Mean,Std,Min,Q1,Median,Q3,Max
$\beta_0$,True,2.0,1.5025774519421955,0.0,0.5224219790623577,2.0,3.4775780209376426,4.0
$\beta_0$,GWR,2.0190933470442625,1.1079320246013267,-0.0981459293835295,1.052794009208076,2.1384023770698355,2.946308982163165,3.9504199822150277
$\beta_0$,GA-GWR,2.016486152543048,1.5223700692836595,-0.21129746735095978,0.5386219720045725,2.117800672849019,3.4901874462763467,4.167707125345866
$\beta_1$,True,-0.20833333333333334,2.491304321479458,-2.5,-2.5,-2.5,2.5,2.5
$\beta_1$,GWR,-0.21735812256233228,2.329152567589499,-2.8144764110883878,-2.500996317365524,-1.4141521205066088,2.400566687818862,2.7081703082904607
$\beta_1$,GA-GWR,-0.23279941523516634,2.4835122745524445,-2.8310678799947104,-2.5352496107419333,-2.340962330500285,2.444622238477071,2.7367546558380127
$\beta_2$,True,2.044552214492668,0.5078732409633071,1.0139012255090702,2.0,2.0,2.1006418726673743,2.9786190034210547
$\beta_2$,GWR,2.0563810737162447,0.4973062768822499,0.8199118233623512,1.8838900513192671,2.037646616851215,2.302898188852195,3.0918137814438764
$\beta_2$,GA-GWR,2.0467934811280832,0.5283157928263174,0.7562081615130106,1.8523946702480316,2.012726843357086,2.2686133980751038,3.3010969161987305
