Province,Date,Year,Month,Month_Name,Period,Latitude,Longitude,HargaPangan_Bawang_Merah,HargaPangan_Bawang_Merah_Ukuran_Sedang,HargaPangan_Bawang_Putih,HargaPangan_Bawang_Putih_Ukuran_Sedang,HargaPangan_Beras,HargaPangan_Beras_Kualitas_Bawah_I,HargaPangan_Beras_Kualitas_Bawah_II,HargaPangan_Beras_Kualitas_Medium_I,HargaPangan_Beras_Kualitas_Medium_II,HargaPangan_Beras_Kualitas_Super_I,HargaPangan_Beras_Kualitas_Super_II,HargaPangan_Cabai_Merah,HargaPangan_Cabai_Merah_Besar,HargaPangan_Cabai_Merah_Keriting_,HargaPangan_Cabai_Rawit,HargaPangan_Cabai_Rawit_Hijau,HargaPangan_Cabai_Rawit_Merah,HargaPangan_Daging_Ayam,HargaPangan_Daging_Ayam_Ras_Segar,HargaPangan_Daging_Sapi,HargaPangan_Daging_Sapi_Kualitas_1,HargaPangan_Daging_Sapi_Kualitas_2,HargaPangan_Gula_Pasir,HargaPangan_Gula_Pasir_Kualitas_Premium,HargaPangan_Gula_Pasir_Lokal,HargaPangan_Minyak_Goreng,HargaPangan_Minyak_Goreng_Curah,HargaPangan_Minyak_Goreng_Kemasan_Bermerk_1,HargaPangan_Minyak_Goreng_Kemasan_Bermerk_2,HargaPangan_Telur_Ayam,HargaPangan_Telur_Ayam_Ras_Segar,IHK,Inflasi_MoM,Inflasi_YoY,SEKDA_Kredit_UMKM,SEKDA_Pinjaman_yang_diberikan,SEKDA_Simpanan,SEKDA__Giro,SEKDA__Investasi,SEKDA__Kecil,SEKDA__Konsumsi,SEKDA__Menengah,SEKDA__Mikro,SEKDA__Modal_Kerja,SEKDA__Simpanan_Berjangka,SEKDA__Tabungan
ACEH,2024-01-01,2024,1,January,2024-01,,,40400.0,40400.0,38400.0,38400.0,13750.0,13350.0,13400.0,13450.0,13500.0,14450.0,14200.0,34250.0,40000.0,34250.0,52100.0,52100.0,72375.0,29550.0,29550.0,145850.0,152500.0,117500.0,17900.0,18400.0,17650.0,18200.0,14350.0,20500.0,19750.0,28350.0,28350.0,105.37,0.42,2.12,11743766.0,49645035.0,39984344.0,5471307.0,9930190.0,4600398.0,28180988.0,1808001.0,5335367.0,11533857.0,11006195.0,23506843.0
ACEH,2024-02-01,2024,2,February,2024-02,,,37500.0,37500.0,37900.0,37900.0,13850.0,13350.0,13450.0,13650.0,13650.0,14500.0,14300.0,39350.0,40000.0,39350.0,43400.0,43400.0,45000.0,30650.0,30650.0,145850.0,152500.0,117500.0,18150.0,18750.0,17850.0,18900.0,15900.0,20650.0,20000.0,27650.0,27650.0,106.12,0.71,2.33,11861059.0,49597778.0,39427892.0,6448370.0,10028131.0,4698524.0,28375888.0,1820286.0,5342249.0,11193759.0,10619461.0,22360060.0
ACEH,2024-03-01,2024,3,March,2024-03,,,37900.0,37900.0,37900.0,37900.0,13850.0,13350.0,13400.0,13650.0,13650.0,14550.0,14250.0,71150.0,40000.0,71150.0,55850.0,55850.0,67300.0,37150.0,37150.0,145850.0,152500.0,117500.0,18300.0,19150.0,17900.0,19150.0,16250.0,20900.0,20350.0,31250.0,31250.0,106.63,0.48,3.25,12001965.0,49107562.0,40613930.0,6782100.0,8903797.0,4791520.0,28687226.0,1860764.0,5349680.0,11516539.0,10741083.0,23090747.0
ACEH,2024-04-01,2024,4,April,2024-04,,,41150.0,41150.0,40400.0,40400.0,13800.0,13350.0,13400.0,13650.0,13650.0,14550.0,14250.0,46500.0,40000.0,46500.0,48250.0,48250.0,50525.0,32950.0,32950.0,146650.0,153350.0,120000.0,18400.0,19000.0,18100.0,19250.0,16500.0,20900.0,20350.0,29500.0,29500.0,106.68,0.05,3.14,11925210.0,49432551.0,42199596.0,7818122.0,8747481.0,4762469.0,28718788.0,1834138.0,5328602.0,11966282.0,10757657.0,23623817.0
ACEH,2024-05-01,2024,5,May,2024-05,,,64150.0,64150.0,42250.0,42250.0,14000.0,13400.0,13550.0,14100.0,13950.0,14900.0,14300.0,49500.0,40000.0,49500.0,48500.0,48500.0,52300.0,33600.0,33600.0,150000.0,150000.0,120000.0,19600.0,20250.0,18900.0,19300.0,16400.0,21150.0,20250.0,29450.0,29450.0,106.84,0.15,3.32,12124868.0,49710992.0,42288804.0,7545757.0,8865398.0,4852054.0,28996998.0,1866127.0,5406688.0,11848596.0,11009171.0,23733876.0
ACEH,2024-06-01,2024,6,June,2024-06,,,54400.0,54400.0,41250.0,41250.0,13950.0,13650.0,13250.0,14000.0,13900.0,14800.0,14250.0,58150.0,40000.0,58150.0,47900.0,47900.0,48525.0,36900.0,36900.0,150000.0,150000.0,120000.0,19500.0,20000.0,19000.0,19200.0,16250.0,21000.0,20250.0,30050.0,30050.0,106.87,0.03,3.09,12516034.0,50183494.0,42160640.0,7232566.0,9043889.0,5051977.0,29285490.0,1897165.0,5566892.0,11854115.0,10487525.0,24440548.0
ACEH,2024-07-01,2024,7,July,2024-07,,,46100.0,46100.0,39850.0,39850.0,13800.0,13550.0,13200.0,13650.0,13650.0,14500.0,14250.0,44650.0,40000.0,44650.0,45600.0,45600.0,49500.0,29750.0,29750.0,146650.0,153350.0,120000.0,18750.0,20000.0,18150.0,19000.0,16400.0,20650.0,19900.0,30150.0,30150.0,106.75,-0.11,2.51,12687356.0,50707129.0,43692565.0,8923236.0,9084197.0,5191803.0,29488323.0,1887271.0,5608281.0,12134610.0,10202612.0,24566718.0
ACEH,2024-08-01,2024,8,August,2024-08,,,28250.0,28250.0,38850.0,38850.0,13900.0,13500.0,13300.0,13700.0,13750.0,14700.0,14350.0,35900.0,40000.0,35900.0,47400.0,47400.0,73075.0,26100.0,26100.0,146650.0,153350.0,120000.0,18700.0,20000.0,18100.0,19150.0,16600.0,20750.0,20000.0,28950.0,28950.0,106.86,0.1,2.29,12853392.0,51374463.0,43127640.0,8689267.0,9416975.0,5303009.0,29821210.0,1888180.0,5662203.0,12136278.0,10247264.0,24191109.0
ACEH,2024-09-01,2024,9,September,2024-09,,,25850.0,25850.0,39600.0,39600.0,13900.0,13550.0,13300.0,13650.0,13750.0,14700.0,14400.0,39900.0,40000.0,39900.0,62350.0,62350.0,52125.0,27500.0,27500.0,146650.0,153350.0,120000.0,18750.0,20250.0,18000.0,19250.0,16900.0,20750.0,20000.0,29400.0,29400.0,106.3,-0.52,1.5,13127120.0,51481220.0,43355734.0,8878038.0,9350049.0,5455447.0,30242700.0,1956404.0,5715269.0,11888470.0,10212188.0,24265508.0
ACEH,2024-10-01,2024,10,October,2024-10,,,30900.0,30900.0,40100.0,40100.0,13750.0,13350.0,13050.0,13650.0,13650.0,14500.0,14300.0,25650.0,40000.0,25650.0,47900.0,47900.0,49500.0,31850.0,31850.0,146650.0,153350.0,120000.0,18850.0,20250.0,18150.0,19600.0,17600.0,20900.0,20350.0,28800.0,28800.0,106.21,-0.08,1.69,13215993.0,52306880.0,43612847.0,8917391.0,9514877.0,5548973.0,30587888.0,1902971.0,5764049.0,12204115.0,10312725.0,24382732.0
ACEH,2024-11-01,2024,11,November,2024-11,,,32600.0,32600.0,40250.0,40250.0,13700.0,13300.0,13000.0,13550.0,13550.0,14600.0,14150.0,27150.0,40000.0,27150.0,40400.0,40400.0,45625.0,34150.0,34150.0,146650.0,153350.0,120000.0,18800.0,20150.0,18150.0,20400.0,18600.0,21500.0,21000.0,28750.0,28750.0,106.6,0.37,1.55,13326317.0,52259177.0,44181663.0,8490976.0,9720656.0,5642967.0,30795875.0,1902488.0,5780862.0,11742647.0,10545706.0,25144981.0
ACEH,2024-12-01,2024,12,December,2024-12,,,39150.0,39150.0,42000.0,42000.0,13650.0,13250.0,13000.0,13550.0,13550.0,14450.0,14050.0,24600.0,40000.0,24600.0,38400.0,38400.0,39600.0,31750.0,31750.0,146650.0,153350.0,120000.0,18700.0,19900.0,18150.0,20900.0,19500.0,21650.0,21500.0,27950.0,27950.0,107.21,0.57,2.17,13384549.0,52035055.0,43801842.0,4871444.0,9811876.0,5721295.0,30967721.0,1881904.0,5781350.0,11255458.0,11757407.0,27172991.0
ACEH,2025-01-01,2025,1,January,2025-01,,,44900.0,44900.0,42400.0,42400.0,13800.0,13350.0,13200.0,13700.0,13700.0,14600.0,14150.0,50850.0,40000.0,50850.0,50100.0,50100.0,63500.0,35600.0,35600.0,146650.0,153350.0,120000.0,18750.0,20000.0,18150.0,21000.0,19500.0,21850.0,21650.0,31600.0,31600.0,107.07,-0.13,1.61,13102189.0,51438391.0,41824619.0,6182775.0,9773151.0,5656313.0,30954356.0,1800317.0,5645559.0,10710884.0,10646269.0,24995575.0
ACEH,2025-02-01,2025,2,February,2025-02,,,37250.0,37250.0,43400.0,43400.0,13750.0,13300.0,13200.0,13650.0,13600.0,14600.0,14150.0,61650.0,40000.0,61650.0,63100.0,63100.0,65725.0,32000.0,32000.0,146650.0,153350.0,120000.0,19050.0,20000.0,18600.0,20900.0,19100.0,21900.0,21650.0,28550.0,28550.0,106.56,-0.48,0.41,13262351.0,52460577.0,41430839.0,5823647.0,10002013.0,5771426.0,31298804.0,1821785.0,5669141.0,11159760.0,11206308.0,24400884.0
ACEH,2025-03-01,2025,3,March,2025-03,,,37150.0,37150.0,44100.0,44100.0,13750.0,13300.0,13250.0,13650.0,13650.0,14600.0,14200.0,53000.0,40000.0,53000.0,57350.0,57350.0,104900.0,34850.0,34850.0,171650.0,176650.0,145000.0,19300.0,20400.0,18850.0,21150.0,19000.0,22150.0,22150.0,28400.0,28400.0,108.26,1.6,1.53,13283614.0,53077133.0,41714035.0,5441607.0,9995107.0,5864884.0,31465461.0,1793311.0,5625420.0,11616564.0,10554987.0,25717442.0
ACEH,2025-04-01,2025,4,April,2025-04,,,42000.0,42000.0,45150.0,45150.0,14000.0,13350.0,13400.0,14050.0,14000.0,15050.0,14350.0,59400.0,40000.0,59400.0,48150.0,48150.0,93375.0,34150.0,34150.0,150000.0,150000.0,145000.0,19700.0,20250.0,19150.0,21250.0,19000.0,22250.0,22400.0,27350.0,27350.0,110.0,1.61,3.11,13096645.0,52822411.0,43403147.0,6917774.0,9865763.0,5796533.0,31642972.0,1774560.0,5525552.0,11313676.0,11465616.0,25019756.0
ACEH,2025-05-01,2025,5,May,2025-05,,,44750.0,44750.0,44000.0,44000.0,13850.0,13450.0,13450.0,13750.0,13700.0,14650.0,14350.0,51400.0,40000.0,52000.0,38600.0,38600.0,61775.0,31150.0,31150.0,146650.0,153350.0,120000.0,19300.0,20250.0,18900.0,21200.0,19100.0,22250.0,22250.0,27450.0,27450.0,109.35,-0.59,2.35,13074868.0,53064695.0,43137223.0,8458616.0,9829822.0,5799905.0,31939328.0,1776330.0,5498632.0,11295545.0,10105863.0,24572744.0
ACEH,2025-06-01,2025,6,June,2025-06,,,37500.0,37500.0,38100.0,38100.0,14050.0,13300.0,13700.0,13900.0,13850.0,15000.0,14600.0,34900.0,40000.0,34900.0,37150.0,37150.0,47400.0,30250.0,30250.0,146650.0,153350.0,120000.0,19350.0,20500.0,18850.0,21100.0,18850.0,22150.0,22250.0,28000.0,28000.0,109.21,-0.13,2.19,13116419.0,52623392.0,44969444.0,7404917.0,9801403.0,5820438.0,32097349.0,1829879.0,5466102.0,10724640.0,12282094.0,25282433.0
ACEH,2025-07-01,2025,7,July,2025-07,,,41250.0,41250.0,37900.0,37900.0,14500.0,14000.0,14100.0,14300.0,14100.0,15450.0,15000.0,25900.0,40000.0,25900.0,31750.0,31750.0,65625.0,30550.0,30550.0,146650.0,153350.0,120000.0,19250.0,20500.0,18750.0,21000.0,18500.0,22150.0,22250.0,27950.0,27950.0,109.95,0.68,3.0,13146512.0,52841045.0,46200791.0,8847492.0,9929916.0,5852507.0,32306640.0,1855239.0,5438766.0,10604489.0,11803296.0,25550004.0
ACEH,2025-08-01,2025,8,August,2025-08,,,54900.0,54900.0,38600.0,38600.0,15550.0,14950.0,15050.0,15400.0,15150.0,16550.0,16150.0,34250.0,40000.0,34100.0,40100.0,40100.0,51900.0,32700.0,32700.0,146650.0,153350.0,120000.0,19200.0,20500.0,18600.0,20950.0,18400.0,22150.0,22250.0,30350.0,30350.0,110.81,0.78,3.7,13146512.0,52841045.0,46200791.0,8847492.0,9929916.0,5852507.0,32306640.0,1855239.0,5438766.0,10604489.0,11803296.0,25550004.0
BALI,2024-01-01,2024,1,January,2024-01,,,35000.0,35000.0,35000.0,35000.0,13950.0,13500.0,13300.0,13500.0,14500.0,14500.0,12500.0,55000.0,52500.0,60000.0,56250.0,40000.0,72500.0,34500.0,34500.0,120650.0,130000.0,111250.0,17600.0,18000.0,17150.0,19700.0,16000.0,21000.0,20000.0,26100.0,26100.0,105.31,-0.09,2.61,51729589.0,124490147.0,162633871.0,26091885.0,41624020.0,20770579.0,41374100.0,10812653.0,20146356.0,41492027.0,50976941.0,85565044.0
BALI,2024-02-01,2024,2,February,2024-02,,,29000.0,29000.0,34150.0,34150.0,15150.0,13750.0,13500.0,14700.0,15200.0,15650.0,14200.0,72350.0,73900.0,71000.0,31650.0,30000.0,33250.0,35500.0,35500.0,126600.0,133750.0,119400.0,17900.0,18500.0,17200.0,18400.0,15700.0,19450.0,18900.0,26450.0,26450.0,105.95,0.61,2.98,52308232.0,124919831.0,163878214.0,27178802.0,41555817.0,20923271.0,41559554.0,10953951.0,20431009.0,41804460.0,50361731.0,86337681.0
BALI,2024-03-01,2024,3,March,2024-03,,,27500.0,27500.0,34750.0,34750.0,16700.0,14400.0,14300.0,15650.0,16900.0,17350.0,17400.0,77900.0,79150.0,75650.0,46100.0,36900.0,55250.0,38250.0,38250.0,126600.0,133750.0,119400.0,18000.0,18500.0,17400.0,18400.0,15700.0,19450.0,18900.0,29250.0,29250.0,106.94,0.93,3.67,52603691.0,127385138.0,166126541.0,27617133.0,43596838.0,20858294.0,41898822.0,10843273.0,20902124.0,41889478.0,51001883.0,87507525.0
BALI,2024-04-01,2024,4,April,2024-04,,,28150.0,28150.0,37400.0,37400.0,15550.0,14500.0,14150.0,15000.0,15450.0,15900.0,15800.0,41000.0,42400.0,37150.0,38450.0,44400.0,32500.0,40000.0,40000.0,119950.0,119250.0,120650.0,18050.0,18500.0,17550.0,18750.0,16200.0,19700.0,19150.0,30100.0,30100.0,107.28,0.32,4.02,51669411.0,128017909.0,168153252.0,26832500.0,43926781.0,20856752.0,42069209.0,9533410.0,21279249.0,42021919.0,51587914.0,89732838.0
BALI,2024-05-01,2024,5,May,2024-05,,,49500.0,49500.0,37400.0,37400.0,15050.0,14150.0,13600.0,14700.0,14650.0,15500.0,15100.0,46450.0,49400.0,39900.0,35500.0,39650.0,31400.0,38900.0,38900.0,126600.0,133750.0,119400.0,18500.0,19000.0,18000.0,18800.0,16300.0,19700.0,19150.0,28650.0,28650.0,107.17,-0.1,3.54,52200627.0,129030777.0,170927676.0,27879770.0,44587786.0,20891453.0,42362322.0,9654683.0,21654491.0,42080669.0,51869018.0,91178888.0
BALI,2024-06-01,2024,6,June,2024-06,,,36900.0,36900.0,36750.0,36750.0,14950.0,13800.0,13550.0,14300.0,14800.0,15450.0,14950.0,42000.0,42750.0,38750.0,33850.0,37750.0,29900.0,39000.0,39000.0,126300.0,132500.0,120000.0,18550.0,19000.0,18100.0,18950.0,16350.0,19950.0,19400.0,29050.0,29050.0,106.58,-0.55,2.71,52741237.0,129543050.0,172457823.0,28433627.0,45405498.0,21037678.0,42248854.0,9672808.0,22030751.0,41888698.0,51353263.0,92670933.0
BALI,2024-07-01,2024,7,July,2024-07,,,28750.0,28750.0,35750.0,35750.0,15000.0,13750.0,13500.0,14300.0,14800.0,15500.0,15100.0,35950.0,35650.0,33750.0,38200.0,43150.0,33250.0,39400.0,39400.0,126300.0,132500.0,120000.0,18350.0,19000.0,17700.0,18950.0,16350.0,19950.0,19400.0,28800.0,28800.0,106.69,0.1,2.53,53162218.0,131347657.0,176947651.0,29693045.0,46098935.0,21043785.0,43206392.0,9908859.0,22209573.0,42042330.0,53121264.0,94133343.0
BALI,2024-08-01,2024,8,August,2024-08,,,22400.0,22400.0,35250.0,35250.0,15200.0,13700.0,13500.0,14500.0,15050.0,15800.0,15600.0,33150.0,30650.0,37500.0,63150.0,61250.0,65000.0,37150.0,37150.0,126300.0,132500.0,120000.0,18600.0,19650.0,17500.0,19000.0,16450.0,19950.0,19400.0,28700.0,28700.0,106.8,0.1,2.32,53651402.0,132258451.0,179318427.0,30790605.0,46398639.0,20984113.0,43698895.0,10057340.0,22609949.0,42160917.0,53343636.0,95184186.0
BALI,2024-09-01,2024,9,September,2024-09,,,23750.0,23750.0,35250.0,35250.0,15200.0,13650.0,13500.0,14500.0,15050.0,15800.0,15600.0,25750.0,24500.0,28250.0,38450.0,44400.0,32500.0,37150.0,37150.0,125950.0,132500.0,119400.0,18450.0,19650.0,17250.0,19050.0,17550.0,19450.0,19400.0,28050.0,28050.0,106.94,0.13,2.67,54392920.0,132646371.0,180719711.0,32011362.0,46442919.0,21184286.0,44056978.0,10702335.0,22506298.0,42146474.0,53714045.0,94994304.0
BALI,2024-10-01,2024,10,October,2024-10,,,24150.0,24150.0,35500.0,35500.0,15200.0,13750.0,13450.0,14500.0,15050.0,15800.0,15600.0,19450.0,19150.0,19750.0,39200.0,43750.0,34650.0,37500.0,37500.0,127200.0,134400.0,120000.0,18450.0,19650.0,17250.0,19250.0,18400.0,19450.0,19500.0,27750.0,27750.0,107.01,0.07,2.51,54588332.0,134144927.0,182391555.0,31117379.0,47495901.0,21428923.0,44414048.0,10436771.0,22722638.0,42234977.0,54925854.0,96348322.0
BALI,2024-11-01,2024,11,November,2024-11,,,27750.0,27750.0,36150.0,36150.0,15100.0,13650.0,13500.0,14400.0,14850.0,15650.0,15550.0,17450.0,16250.0,19000.0,30150.0,30650.0,29650.0,40500.0,40500.0,127200.0,134400.0,120000.0,18700.0,19750.0,17600.0,19450.0,18400.0,19700.0,19900.0,27050.0,27050.0,107.54,0.5,2.5,54384610.0,129952622.0,175378728.0,30752770.0,47296567.0,21321742.0,43735097.0,10368776.0,22694091.0,38920957.0,49102589.0,95523368.0
BALI,2024-12-01,2024,12,December,2024-12,,,36000.0,36000.0,38000.0,38000.0,15000.0,13650.0,13350.0,14450.0,14800.0,15550.0,15400.0,21000.0,22000.0,19500.0,26650.0,27500.0,25750.0,41250.0,41250.0,132200.0,139400.0,125000.0,18700.0,19750.0,17600.0,20100.0,19150.0,20450.0,20500.0,26700.0,26700.0,107.87,0.31,2.34,53932107.0,134788432.0,181884166.0,29592281.0,47928320.0,21156792.0,45239286.0,10100398.0,22674916.0,41620827.0,54297100.0,97994786.0
BALI,2025-01-01,2025,1,January,2025-01,,,36900.0,36900.0,38250.0,38250.0,15000.0,13650.0,13350.0,14450.0,14800.0,15550.0,15400.0,61150.0,61250.0,59750.0,59400.0,41900.0,76900.0,39750.0,39750.0,132850.0,140000.0,125650.0,18650.0,19750.0,17500.0,20450.0,19250.0,20850.0,20900.0,28850.0,28850.0,107.85,-0.02,2.41,53498045.0,127824964.0,178766283.0,30353794.0,46830026.0,21075780.0,43364638.0,9891141.0,22531125.0,37630300.0,52777120.0,95635370.0
BALI,2025-02-01,2025,2,February,2025-02,,,30650.0,30650.0,38500.0,38500.0,15150.0,13900.0,13500.0,14700.0,14950.0,15600.0,15550.0,63700.0,64650.0,61900.0,62400.0,60650.0,64150.0,41400.0,41400.0,132850.0,140000.0,125650.0,18700.0,19750.0,17650.0,20600.0,19250.0,21100.0,21150.0,28850.0,28850.0,107.23,-0.57,1.21,53727304.0,134450928.0,184935699.0,29722746.0,47898878.0,21396333.0,45430628.0,9821366.0,22509605.0,41121421.0,56749713.0,98463240.0
BALI,2025-03-01,2025,3,March,2025-03,,,29500.0,29500.0,39900.0,39900.0,15350.0,13800.0,13550.0,14850.0,15100.0,15800.0,15550.0,73150.0,75650.0,66900.0,92500.0,62500.0,122500.0,40650.0,40650.0,132850.0,140000.0,125650.0,18850.0,19750.0,17900.0,20900.0,19250.0,21200.0,21500.0,28250.0,28250.0,108.96,1.61,1.89,54270891.0,135654174.0,185621235.0,28213220.0,48150888.0,21648641.0,45719744.0,9847780.0,22774470.0,41783542.0,57883982.0,99524033.0
BALI,2025-04-01,2025,4,April,2025-04,,,39400.0,39400.0,39750.0,39750.0,15350.0,13650.0,13500.0,14850.0,15100.0,15850.0,15650.0,56900.0,58150.0,55650.0,80350.0,56250.0,104400.0,39000.0,39000.0,132850.0,140000.0,125650.0,18850.0,19750.0,17900.0,21150.0,19250.0,21450.0,22000.0,27950.0,27950.0,109.75,0.73,2.3,54082356.0,135241095.0,193458049.0,30183012.0,48606431.0,21641563.0,45662477.0,9835186.0,22605607.0,40972188.0,57554999.0,105720038.0
BALI,2025-05-01,2025,5,May,2025-05,,,40250.0,40250.0,39000.0,39000.0,15300.0,13600.0,13600.0,14700.0,15050.0,15850.0,15650.0,32350.0,26900.0,41250.0,37950.0,38150.0,37750.0,35400.0,35400.0,132200.0,138750.0,125650.0,18900.0,19750.0,17950.0,21150.0,19250.0,21450.0,22000.0,27600.0,27600.0,109.23,-0.47,1.92,54160847.0,135664639.0,194150896.0,30383179.0,48519048.0,21789753.0,45807064.0,9643901.0,22727193.0,41338527.0,58117340.0,105650377.0
BALI,2025-06-01,2025,6,June,2025-06,,,31400.0,31400.0,32500.0,32500.0,15450.0,14000.0,13700.0,14750.0,15300.0,16000.0,15950.0,30650.0,28750.0,35000.0,36800.0,32750.0,40750.0,37400.0,37400.0,132200.0,138750.0,125650.0,18900.0,19600.0,18200.0,21200.0,19150.0,21700.0,22000.0,27800.0,27800.0,109.71,0.44,2.94,54320086.0,136427654.0,198689094.0,31879878.0,48712905.0,22080237.0,46217283.0,9589016.0,22650833.0,41497467.0,58328378.0,108480838.0
BALI,2025-07-01,2025,7,July,2025-07,,,34000.0,34000.0,31900.0,31900.0,15600.0,14300.0,13900.0,14950.0,15500.0,16100.0,16150.0,33350.0,28500.0,44400.0,50650.0,40650.0,60650.0,37750.0,37750.0,132200.0,138750.0,125650.0,18850.0,19600.0,18100.0,21150.0,19000.0,21700.0,22000.0,27950.0,27950.0,110.06,0.32,3.16,54578659.0,137295958.0,201671477.0,32623124.0,49309137.0,22186445.0,46523403.0,9688798.0,22703416.0,41463418.0,59216857.0,109831496.0
BALI,2025-08-01,2025,8,August,2025-08,,,48750.0,48750.0,32250.0,32250.0,15600.0,14525.0,14225.0,14950.0,15550.0,16000.0,15850.0,36350.0,36400.0,35650.0,38850.0,44400.0,33250.0,38900.0,38900.0,132200.0,138750.0,125650.0,18850.0,19600.0,18100.0,21150.0,19000.0,21700.0,22000.0,28800.0,28800.0,109.63,-0.39,2.65,54578659.0,137295958.0,201671477.0,32623124.0,49309137.0,22186445.0,46523403.0,9688798.0,22703416.0,41463418.0,59216857.0,109831496.0
BANTEN,2024-01-01,2024,1,January,2024-01,,,44350.0,44350.0,39750.0,39750.0,14600.0,13600.0,12950.0,14650.0,14150.0,16400.0,15650.0,62950.0,64850.0,61100.0,61300.0,34650.0,87900.0,37750.0,37750.0,132500.0,136650.0,128350.0,17750.0,18000.0,17500.0,17300.0,15900.0,18350.0,17650.0,26500.0,26500.0,104.6,-0.04,2.59,58234934.0,464707512.0,286391079.0,69045438.0,93676538.0,16923300.0,177436881.0,23457041.0,17854593.0,193594094.0,109141698.0,108203943.0
BANTEN,2024-02-01,2024,2,February,2024-02,,,30350.0,30350.0,40150.0,40150.0,15250.0,14250.0,13650.0,15350.0,14800.0,17100.0,16350.0,71700.0,82000.0,61400.0,48150.0,46850.0,49400.0,37600.0,37600.0,132500.0,136650.0,128350.0,17750.0,18000.0,17500.0,17500.0,16500.0,18350.0,17650.0,27000.0,27000.0,105.14,0.52,2.81,58492341.0,462823610.0,287588846.0,71279957.0,92872470.0,17037742.0,178756373.0,23552017.0,17902582.0,191194767.0,107974872.0,108334017.0
BANTEN,2024-03-01,2024,3,March,2024-03,,,34150.0,34150.0,39650.0,39650.0,16750.0,15750.0,15150.0,16850.0,16300.0,18600.0,17900.0,80850.0,91900.0,69750.0,54850.0,40400.0,69250.0,40400.0,40400.0,132500.0,136650.0,128350.0,18250.0,18500.0,18000.0,17600.0,16900.0,18350.0,17650.0,32000.0,32000.0,106.17,0.98,3.42,59006526.0,467361580.0,296123669.0,72766147.0,93468461.0,17269463.0,181291191.0,23856105.0,17880958.0,192601928.0,111354629.0,112002893.0
BANTEN,2024-04-01,2024,4,April,2024-04,,,42400.0,42400.0,42100.0,42100.0,15800.0,14750.0,14150.0,15850.0,15350.0,17750.0,17100.0,45650.0,50600.0,40750.0,41700.0,41250.0,42150.0,39400.0,39400.0,133350.0,137500.0,129150.0,18250.0,18500.0,18000.0,18000.0,17500.0,18500.0,18000.0,28600.0,28600.0,106.6,0.41,3.42,58784802.0,470975106.0,295824810.0,73431739.0,93841025.0,17221302.0,182310683.0,23892314.0,17671186.0,194823398.0,110090340.0,112302732.0
BANTEN,2024-05-01,2024,5,May,2024-05,,,62250.0,62250.0,45750.0,45750.0,15000.0,13900.0,13200.0,15000.0,14500.0,17100.0,16400.0,65200.0,71600.0,58850.0,42950.0,43000.0,42900.0,37100.0,37100.0,134150.0,138350.0,130000.0,18750.0,19000.0,18500.0,18000.0,17500.0,18500.0,18000.0,29400.0,29400.0,106.05,-0.52,2.86,59020116.0,470672132.0,295149502.0,73668521.0,93673985.0,17527849.0,184161320.0,23771098.0,17721169.0,192836827.0,109683180.0,111797801.0
BANTEN,2024-06-01,2024,6,June,2024-06,,,43350.0,43350.0,45850.0,45850.0,14850.0,13750.0,12950.0,14850.0,14350.0,16900.0,16250.0,52700.0,56400.0,48900.0,43350.0,44850.0,41850.0,37750.0,37750.0,133750.0,137500.0,130000.0,19050.0,19350.0,18700.0,17750.0,16650.0,18500.0,18000.0,28350.0,28350.0,105.97,-0.08,2.49,59409999.0,476250798.0,301626438.0,75267889.0,96256184.0,17644349.0,186425405.0,24246930.0,17518720.0,193569209.0,113423122.0,112935428.0
BANTEN,2024-07-01,2024,7,July,2024-07,,,33350.0,33350.0,42250.0,42250.0,14850.0,13750.0,12950.0,14850.0,14350.0,16900.0,16250.0,43100.0,50500.0,35650.0,52500.0,60100.0,44900.0,38500.0,38500.0,133750.0,137500.0,130000.0,17800.0,18250.0,17300.0,18050.0,17300.0,18650.0,18150.0,28000.0,28000.0,105.72,-0.24,2.3,59170596.0,479703402.0,304296359.0,74456697.0,96716118.0,17838310.0,188621253.0,23934976.0,17397310.0,194366031.0,116302377.0,113537284.0
BANTEN,2024-08-01,2024,8,August,2024-08,,,26750.0,26750.0,40850.0,40850.0,15250.0,14250.0,13450.0,15350.0,14850.0,17100.0,16400.0,43950.0,45400.0,42400.0,71600.0,60900.0,82250.0,36600.0,36600.0,133750.0,137500.0,130000.0,17650.0,18300.0,16950.0,18050.0,17350.0,18650.0,18150.0,27150.0,27150.0,105.73,0.01,2.45,58826970.0,478916971.0,306485290.0,77485826.0,95938382.0,18083667.0,190106141.0,23591475.0,17151828.0,192872448.0,116094304.0,112905160.0
BANTEN,2024-09-01,2024,9,September,2024-09,,,25650.0,25650.0,41400.0,41400.0,14650.0,13400.0,12650.0,14500.0,14000.0,16900.0,16250.0,34950.0,35600.0,34350.0,47500.0,42650.0,52350.0,35600.0,35600.0,134150.0,137900.0,130400.0,18100.0,18850.0,17350.0,18250.0,17650.0,18850.0,18350.0,26100.0,26100.0,105.46,-0.26,2.03,58944454.0,474629731.0,313922488.0,82313388.0,93399546.0,18458074.0,191559701.0,23468007.0,17018374.0,189670484.0,117955056.0,113654044.0
